INVENTORYRELID,Product Name,List Price,Quantity,Total,Discount,Total After Discount,Tax,Net Total,BOOKID
24000043,Convection microwave,"$1,846.66",3,"$5,539.98",$430.02,"$5,109.97","$1,103.80","$4,006.17",24000004
24000044,stilettos,"$1,535.92",9,"$13,823.25","$1,545.37","$12,277.88",$429.46,"$11,848.42",24000007
24000045,OT 565,"$2,131.77",4,"$8,527.10",$919.58,"$7,607.52",$958.93,"$6,648.59",24000005
24000047,petrol,$413.22,3,"$1,239.67",$85.44,"$1,154.23",$114.95,"$1,039.28",24000005
24000048,dinner jacket,"$1,739.92",3,"$5,219.77",$322.27,"$4,897.50",$607.52,"$4,289.98",24000003
24000049,Holy trinity (cuisine),"$2,007.41",7,"$14,051.90",$539.80,"$13,512.10","$2,631.68","$10,880.42",24000008
24000050,Transmission gear,"$3,081.01",8,"$24,648.12","$1,631.46","$23,016.66","$4,416.78","$18,599.88",24000002
24000056,Master stock,$835.46,2,"$1,670.92",$197.16,"$1,473.76",$78.02,"$1,395.74",24000001
24000057,Spark plugLighting and signaling system    Engine bay lighting,"$1,676.84",3,"$5,030.53",$565.45,"$4,465.08",$954.93,"$3,510.16",24000005
24000058,Rocket mass heater,$611.40,4,"$2,445.61",$162.54,"$2,283.07",$91.10,"$2,191.97",24000002
24000059,jumper,"$1,298.40",7,"$9,088.77",$381.70,"$8,707.07","$1,547.64","$7,159.43",24000006
24000060,TurboJet Engine,$596.10,10,"$5,961.04",$150.56,"$5,810.47",$594.55,"$5,215.92",24000004
24000072,Syrup of Maidenhair,$451.67,9,"$4,065.02",$189.84,"$3,875.18",$568.83,"$3,306.34",24000008
24000073,Instrument cluster,"$1,466.92",8,"$11,735.39","$1,339.67","$10,395.72","$1,459.13","$8,936.59",24000001
24000074,nightie,$804.19,6,"$4,825.13",$152.45,"$4,672.67",$118.68,"$4,553.99",24000003
24000075,C2-02,$962.27,7,"$6,735.86",$710.27,"$6,025.59","$1,218.44","$4,807.16",24000001
24000076,Air freshener Broccoli,"$2,046.35",4,"$8,185.39",$348.83,"$7,836.55",$400.04,"$7,436.52",24000001
24000077,lampshade,"$2,106.34",9,"$18,957.06",$422.26,"$18,534.79","$3,412.85","$15,121.94",24000008
24000081,Grab Handle,"$1,703.96",3,"$5,111.87",$466.89,"$4,644.98",$521.62,"$4,123.36",24000007
24000082,chest of drawers,"$1,823.56",9,"$16,412.02","$1,071.21","$15,340.81","$2,642.26","$12,698.55",24000001
24000083,Fuel cap,"$2,022.25",5,"$10,111.23","$1,168.50","$8,942.74",$956.33,"$7,986.40",24000004
24000084,Pickles,$285.75,8,"$2,286.02",$98.00,"$2,188.02",$141.70,"$2,046.32",24000007
24000085,armchair,"$1,757.96",10,"$17,579.61","$1,219.07","$16,360.54",$878.04,"$15,482.51",24000003
24000102,TVR-200 Stack Bi-Coupler,$244.25,6,"$1,465.52",$73.52,"$1,392.00",$145.93,"$1,246.07",24000008
24000103,RC-001S Remote Guidance Unit,"$1,052.07",8,"$8,416.56",$847.84,"$7,568.72",$739.94,"$6,828.77",24000007
24000104,Baked beans,"$1,849.11",7,"$12,943.76",$833.28,"$12,110.48","$1,823.15","$10,287.33",24000003
24000105,Kitchen,"$2,393.53",6,"$14,361.19","$1,297.12","$13,064.07","$2,140.52","$10,923.55",24000001
24000106,SOG Knife,"$2,454.23",7,"$17,179.59",$816.22,"$16,363.36","$3,324.59","$13,038.77",24000002
24000107,Buns / Rolls,"$2,109.37",10,"$21,093.73",$468.97,"$20,624.76","$3,917.42","$16,707.33",24000002
24000108,OT-891 Soul,$316.86,10,"$3,168.59",$176.88,"$2,991.70",$207.50,"$2,784.20",24000006
24000109,OT-C635,"$1,236.56",10,"$12,365.64",$316.57,"$12,049.07","$2,174.10","$9,874.97",24000009
24000110,Fish tape,"$2,612.22",10,"$26,122.22","$2,633.23","$23,488.99","$2,872.43","$20,616.56",24000002
24000111,DVD player,"$1,723.91",6,"$10,343.43",$342.48,"$10,000.95",$712.65,"$9,288.30",24000008
24000118,Coconut milk,$276.82,5,"$1,384.10",$120.66,"$1,263.45",$200.70,"$1,062.74",24000005
24000119,X3 Touch and Type S,"$1,325.16",3,"$3,975.47",$158.24,"$3,817.23",$550.97,"$3,266.25",24000006
24000120,Satsivi,$411.34,5,"$2,056.71",$186.47,"$1,870.24",$407.77,"$1,462.47",24000007
24000121,attic product,$270.41,4,"$1,081.62",$41.52,"$1,040.10",$109.57,$930.54,24000002
24000128,paper,"$1,101.73",9,"$9,915.57",$822.62,"$9,092.96",$913.40,"$8,179.55",24000005
24000129,Radiator,"$2,167.28",7,"$15,170.98",$918.41,"$14,252.57","$2,165.21","$12,087.35",24000008
24000138,OT-997,$581.52,9,"$5,233.66",$329.87,"$4,903.79",$986.67,"$3,917.12",24000009
24000139,Speedometer,"$2,610.35",7,"$18,272.46","$1,239.44","$17,033.01","$2,635.74","$14,397.27",24000005
24000144,OT 300,$477.72,10,"$4,777.19",$404.66,"$4,372.52",$467.37,"$3,905.16",24000002
24000145,OT-585,"$1,583.26",7,"$11,082.80","$1,165.33","$9,917.47","$1,318.09","$8,599.38",24000003
24000146,screwdriver,"$1,036.37",4,"$4,145.49",$351.29,"$3,794.21",$404.02,"$3,390.19",24000006
24000147,OT-V270,"$2,455.86",3,"$7,367.59",$738.31,"$6,629.27",$597.88,"$6,031.40",24000009
24000149,OT-690,"$1,096.95",2,"$2,193.91",$195.03,"$1,998.88",$199.82,"$1,799.06",24000005
24000150,BZ-52 Radial Attachment Point,"$3,227.78",6,"$19,366.66","$1,281.02","$18,085.64","$2,209.06","$15,876.58",24000002
24000151,OT Easy HF,"$2,143.79",4,"$8,575.16",$440.82,"$8,134.34",$264.48,"$7,869.87",24000009
24000157,Chili night,"$2,491.05",7,"$17,437.32","$1,509.33","$15,927.99","$1,006.34","$14,921.65",24000003
24000158,plastic wrap,"$1,364.15",1,"$1,364.15",$131.81,"$1,232.34",$168.32,"$1,064.01",24000003
24000159,One Touch Evolve 2,"$2,301.78",3,"$6,905.35",$366.54,"$6,538.81","$1,185.15","$5,353.65",24000003
24000160,plate,"$2,021.62",6,"$12,129.72","$1,183.01","$10,946.71","$1,883.03","$9,063.68",24000005
24000161,Alarm and siren,$195.32,9,"$1,757.84",$51.40,"$1,706.43",$47.26,"$1,659.18",24000004
24000177,Böker,"$1,543.75",6,"$9,262.51",$611.42,"$8,651.09","$1,133.62","$7,517.47",24000009
24000202,Steak sauce,"$1,430.10",2,"$2,860.19",$146.64,"$2,713.56",$258.57,"$2,454.98",24000008
24000203,beer,"$2,734.18",4,"$10,936.74",$865.86,"$10,070.88",$454.91,"$9,615.98",24000002
24000206,OT-108,"$1,791.40",3,"$5,374.19",$587.57,"$4,786.62",$961.19,"$3,825.44",24000006
24000207,Lotion Fries / Tater tots,$799.04,4,"$3,196.15",$220.24,"$2,975.92",$609.86,"$2,366.06",24000002
24000208,Asha 501,$877.48,5,"$4,387.41",$90.50,"$4,296.91",$569.93,"$3,726.98",24000007
24000209,Aspic,"$2,204.06",10,"$22,040.60","$1,093.56","$20,947.05",$793.26,"$20,153.78",24000007
24000215,Blu-ray player,$500.59,7,"$3,504.12",$253.47,"$3,250.65",$677.39,"$2,573.26",24000007
24000216,TR-38-D,"$1,163.64",5,"$5,818.19",$623.74,"$5,194.46","$1,082.04","$4,112.41",24000003
24000217,OT-S215A,"$1,338.25",10,"$13,382.54","$1,114.96","$12,267.57","$2,431.64","$9,835.93",24000009
24000218,coffee table,"$2,647.40",9,"$23,826.61",$730.58,"$23,096.03","$4,458.41","$18,637.62",24000009
24000219,OT Max db,"$1,522.68",7,"$10,658.78",$676.67,"$9,982.12",$511.02,"$9,471.09",24000001
24000220,Convection oven,"$2,099.49",9,"$18,895.42","$2,094.89","$16,800.53",$730.59,"$16,069.94",24000001
24000221,fabric softener,"$3,325.08",5,"$16,625.42","$1,917.48","$14,707.94",$833.44,"$13,874.49",24000003
24000222,duvet,"$2,078.37",7,"$14,548.56","$1,357.60","$13,190.96","$1,572.01","$11,618.95",24000003
24000223,Hatchet,"$1,038.29",5,"$5,191.47",$577.19,"$4,614.28",$756.19,"$3,858.09",24000005
24000224,OT-108,"$1,815.22",7,"$12,706.54",$444.22,"$12,262.32",$645.82,"$11,616.50",24000007
24000229,Pizza Rolls,"$1,605.60",8,"$12,844.81",$705.62,"$12,139.19","$1,804.13","$10,335.06",24000004
24000230,Lumia 530,"$2,037.56",1,"$2,037.56",$225.78,"$1,811.78",$50.01,"$1,761.77",24000003
24000231,overcoat,"$2,749.37",4,"$10,997.47",$456.55,"$10,540.92","$1,640.50","$8,900.42",24000004
24000233,Seafood Non-stick spray,"$1,489.09",4,"$5,956.35",$531.58,"$5,424.77",$353.85,"$5,070.92",24000003
24000234,OT-E105,$418.93,6,"$2,513.60",$198.14,"$2,315.46",$408.14,"$1,907.31",24000008
24000235,Valve housing,$404.16,9,"$3,637.45",$205.72,"$3,431.73",$344.56,"$3,087.17",24000002
24000236,Engine cradle,"$1,855.68",7,"$12,989.74",$728.82,"$12,260.92",$404.80,"$11,856.12",24000006
24000237,Voltage regulatorGauges and meters    Ammeter,$572.42,4,"$2,289.67",$49.38,"$2,240.29",$202.39,"$2,037.90",24000001
24000238,Cheater bar,"$2,803.63",3,"$8,410.90",$591.08,"$7,819.83",$749.19,"$7,070.64",24000005
24000239,Gigantor XL Solar Array,$310.07,8,"$2,480.57",$247.44,"$2,233.14",$413.89,"$1,819.24",24000004
24000240,Bath soap / Hand soap,"$2,688.31",4,"$10,753.23",$457.16,"$10,296.06","$2,064.47","$8,231.59",24000005
24000241,OT-255,"$1,940.45",5,"$9,702.23",$658.81,"$9,043.42","$1,778.21","$7,265.21",24000005
24000242,Mouthwash,"$2,130.85",7,"$14,915.96",$661.96,"$14,254.00","$1,091.89","$13,162.11",24000008
24000252,Beer,"$2,572.41",4,"$10,289.63",$791.70,"$9,497.94","$1,702.00","$7,795.93",24000004
24000253,Meat extract,"$1,062.29",3,"$3,186.86",$373.03,"$2,813.83",$77.41,"$2,736.42",24000004
24000254,Anchor,"$1,641.94",3,"$4,925.83",$230.65,"$4,695.17",$575.37,"$4,119.81",24000001
24000255,Nage (food),"$2,152.26",3,"$6,456.79",$294.46,"$6,162.33",$127.83,"$6,034.50",24000007
24000256,Differential flange,"$2,458.77",6,"$14,752.62",$650.67,"$14,101.95","$1,562.34","$12,539.62",24000005
24000257,Bisquick,"$1,682.43",4,"$6,729.74",$384.24,"$6,345.50",$399.89,"$5,945.61",24000008
24000258,Slow cooker,"$2,627.02",6,"$15,762.09",$579.79,"$15,182.31","$3,192.24","$11,990.07",24000009
24000259,Side lighting,$459.39,5,"$2,296.93",$140.37,"$2,156.56",$171.03,"$1,985.53",24000009
24000260,draining board,"$2,426.88",7,"$16,988.17",$946.65,"$16,041.52",$443.01,"$15,598.51",24000001
24000261,Door switch,$834.18,1,$834.18,$56.66,$777.53,$21.76,$755.77,24000009
24000262,Ganache,$191.18,2,$382.36,$34.05,$348.31,$18.55,$329.76,24000003
24000282,Knuckle,"$3,046.02",4,"$12,184.07",$610.94,"$11,573.13",$756.68,"$10,816.45",24000006
24000283,Allergy,$210.91,5,"$1,054.55",$70.73,$983.82,$150.06,$833.76,24000006
24000284,cold tap,$662.02,2,"$1,324.05",$95.05,"$1,229.00",$242.36,$986.64,24000002
24000285,OT-800 One Touch CHROME,"$2,340.72",10,"$23,407.24","$2,160.96","$21,246.28","$4,620.24","$16,626.05",24000006
24000286,lager,$174.16,7,"$1,219.12",$130.77,"$1,088.35",$35.41,"$1,052.93",24000006
24000287,Labrys,"$1,900.64",3,"$5,701.92",$278.70,"$5,423.22",$496.57,"$4,926.64",24000003
24000288,TR-2C Stack Separator,"$3,211.16",1,"$3,211.16",$237.72,"$2,973.44",$614.41,"$2,359.03",24000002
24000289,earrings,"$1,324.04",1,"$1,324.04",$82.78,"$1,241.25",$270.92,$970.33,24000006
24000290,Carburetor parts,"$2,731.95",9,"$24,587.54","$1,550.79","$23,036.75",$971.19,"$22,065.56",24000004
24000291,Front spoiler (air dam),"$1,907.08",1,"$1,907.08",$224.38,"$1,682.70",$66.46,"$1,616.24",24000001
24000292,Oil pressure sensor,"$2,750.69",9,"$24,756.24","$1,723.00","$23,033.24","$4,177.66","$18,855.58",24000006
24000293,Idol Mini,"$2,753.72",8,"$22,029.74","$1,126.81","$20,902.93","$4,256.65","$16,646.28",24000006
24000298,Exhaust pipe,$389.19,1,$389.19,$28.33,$360.86,$55.56,$305.30,24000009
24000299,Food steamer,"$1,916.95",2,"$3,833.91",$390.80,"$3,443.11",$619.22,"$2,823.89",24000002
24000300,spin dryer,"$1,639.62",3,"$4,918.86",$242.49,"$4,676.38",$888.97,"$3,787.41",24000007
24000314,tax disc,$793.43,10,"$7,934.32",$409.50,"$7,524.82",$842.83,"$6,682.00",24000001
24000315,Shock Cone Intake,$906.52,1,$906.52,$52.48,$854.04,$160.45,$693.59,24000008
24000316,fibreglass,"$1,199.04",8,"$9,592.35",$941.29,"$8,651.05","$1,430.69","$7,220.37",24000004
24000317,Shoe web,$281.69,1,$281.69,$13.30,$268.39,$31.59,$236.80,24000009
24000318,clothes line product,$916.97,6,"$5,501.83",$476.77,"$5,025.06",$556.36,"$4,468.71",24000005
24000325,Gear pump,"$1,647.78",3,"$4,943.35",$583.52,"$4,359.83",$172.12,"$4,187.71",24000002
24000326,Valve stem seal,$161.83,9,"$1,456.44",$92.68,"$1,363.76",$175.80,"$1,187.96",24000008
24000343,OT-113,$346.25,6,"$2,077.50",$131.98,"$1,945.52",$402.71,"$1,542.81",24000005
24000344,OT 320,"$1,015.78",6,"$6,094.68",$146.46,"$5,948.22",$231.31,"$5,716.91",24000004
24000345,Cooling fan,"$2,352.67",3,"$7,058.00",$474.97,"$6,583.04",$541.10,"$6,041.94",24000001
24000346,Float (woodworking),"$1,927.52",4,"$7,710.10",$730.39,"$6,979.70",$598.10,"$6,381.60",24000006
24000347,Satsivi,$415.82,5,"$2,079.10",$44.94,"$2,034.15",$398.67,"$1,635.48",24000006
24000353,Ignition coil parts,"$2,462.13",8,"$19,697.02",$622.80,"$19,074.22","$2,393.15","$16,681.08",24000001
24000354,A/C EvaporatorBearings    Ball joint,"$1,474.57",2,"$2,949.14",$312.12,"$2,637.02",$278.18,"$2,358.84",24000007
24000355,Garudiya,$983.00,4,"$3,932.01",$286.72,"$3,645.29",$772.12,"$2,873.17",24000007
24000368,handbrake,"$1,953.15",8,"$15,625.19",$564.58,"$15,060.61",$854.00,"$14,206.61",24000004
24000369,Bolt cap,"$1,513.51",5,"$7,567.57",$618.73,"$6,948.84","$1,232.91","$5,715.93",24000001
24000370,electric fire,"$1,167.04",10,"$11,670.40",$295.02,"$11,375.38",$262.67,"$11,112.71",24000004
24000379,Vinegar,"$2,468.87",4,"$9,875.48",$738.82,"$9,136.66","$1,980.81","$7,155.85",24000005
24000380,Black pepper,"$1,613.26",9,"$14,519.32",$908.47,"$13,610.85","$1,094.00","$12,516.85",24000003
24000381,Hood and trunk release cable,$737.65,9,"$6,638.88",$302.74,"$6,336.14",$865.55,"$5,470.59",24000006
24000387,C2-02,$720.06,8,"$5,760.44",$683.48,"$5,076.97",$600.26,"$4,476.71",24000005
24000388,SOG Knife,"$2,489.66",2,"$4,979.32",$103.56,"$4,875.76",$634.86,"$4,240.90",24000008
24000389,OT-906,"$1,506.57",3,"$4,519.72",$91.75,"$4,427.97",$815.94,"$3,612.02",24000006
24000390,Whiskey,"$1,646.90",9,"$14,822.13",$333.04,"$14,489.10","$2,695.55","$11,793.55",24000002
24000391,OT Easy db,"$1,663.83",4,"$6,655.32",$728.12,"$5,927.20",$402.37,"$5,524.83",24000004
24000392,TR-38-D,"$1,413.64",9,"$12,722.74","$1,344.46","$11,378.28","$1,908.58","$9,469.69",24000006
24000393,Cake icing / Decorations,"$2,047.11",10,"$20,471.07","$1,228.68","$19,242.40","$2,814.13","$16,428.27",24000004
24000394,Garudiya,"$1,035.38",1,"$1,035.38",$112.24,$923.13,$120.70,$802.43,24000009
24000395,Air spring,"$1,612.02",9,"$14,508.14","$1,627.07","$12,881.07",$921.70,"$11,959.37",24000003
24000396,Pixi 3 (4),"$2,272.01",9,"$20,448.12","$2,144.38","$18,303.74","$2,819.68","$15,484.06",24000006
24000397,Boat hook,"$1,618.77",1,"$1,618.77",$34.82,"$1,583.95",$240.76,"$1,343.19",24000002
24000398,OT-V570,$166.58,8,"$1,332.68",$65.75,"$1,266.93",$203.40,"$1,063.53",24000009
24000399,Rubber spring,"$1,022.37",9,"$9,201.31",$239.27,"$8,962.04",$894.87,"$8,067.17",24000008
24000400,OT-910,"$2,003.06",3,"$6,009.18",$650.80,"$5,358.38","$1,143.03","$4,215.35",24000008
24000418,Razors / Shaving cream,$260.27,10,"$2,602.69",$57.17,"$2,545.52",$329.17,"$2,216.35",24000005
24000419,Oregano,"$1,075.46",1,"$1,075.46",$100.02,$975.44,$142.10,$833.34,24000007
24000428,Catfish,"$3,047.52",6,"$18,285.14","$1,963.80","$16,321.34","$2,005.65","$14,315.69",24000001
24000429,Tomato paste    Varenye,"$2,377.37",2,"$4,754.73",$193.77,"$4,560.96",$261.99,"$4,298.97",24000001
24000430,Tire iron,"$1,603.75",5,"$8,018.74",$164.74,"$7,854.00",$293.70,"$7,560.29",24000001
24000431,Alternator bearing,"$2,694.81",7,"$18,863.70","$1,946.49","$16,917.21","$3,395.84","$13,521.37",24000003
24000443,hard drive,"$1,883.72",8,"$15,069.80",$908.07,"$14,161.73","$2,959.06","$11,202.66",24000006
24000444,keys,"$2,133.11",8,"$17,064.86","$1,613.72","$15,451.14",$866.10,"$14,585.05",24000002
24000459,Bánh tráng,"$2,775.66",6,"$16,653.96","$1,634.39","$15,019.56","$3,044.79","$11,974.77",24000006
24000460,Z-200 Rechargeable Battery Bank,"$1,516.15",1,"$1,516.15",$87.72,"$1,428.43",$91.81,"$1,336.62",24000004
24000461,Westcott scissors and rulers,"$2,723.03",2,"$5,446.07",$212.77,"$5,233.30",$147.13,"$5,086.17",24000005
24000471,Panini sandwich grill,"$2,199.04",8,"$17,592.33",$408.61,"$17,183.72","$1,267.95","$15,915.77",24000007
24000477,Transfer case,"$2,428.93",4,"$9,715.73",$614.73,"$9,101.00",$946.28,"$8,154.72",24000003
24000478,rosé,"$1,620.70",10,"$16,207.01","$1,534.04","$14,672.97","$1,258.75","$13,414.22",24000004
24000479,garden furniture product,"$2,482.27",5,"$12,411.34",$296.24,"$12,115.10","$2,612.29","$9,502.81",24000009
24000480,Bleed nipple,"$2,006.96",5,"$10,034.82","$1,142.23","$8,892.58",$831.96,"$8,060.63",24000009
24000483,C5 5MP,$475.18,3,"$1,425.55",$30.96,"$1,394.59",$31.66,"$1,362.93",24000009
24000484,blanket,$363.09,6,"$2,178.56",$52.28,"$2,126.28",$106.98,"$2,019.30",24000007
24000485,Washer,$611.50,5,"$3,057.51",$285.84,"$2,771.67",$477.07,"$2,294.60",24000009
24000492,speedometer,"$2,438.22",7,"$17,067.54","$1,554.03","$15,513.50","$2,659.56","$12,853.94",24000006
24000493,Constant-velocity axle,"$1,224.63",3,"$3,673.88",$73.50,"$3,600.38",$98.89,"$3,501.48",24000002
24000494,lipstick,$558.28,2,"$1,116.56",$113.95,"$1,002.60",$129.01,$873.60,24000009
24000495,OT-905,"$1,442.40",8,"$11,539.20",$975.08,"$10,564.13","$1,183.22","$9,380.91",24000006
24000496,cloth,$427.71,9,"$3,849.38",$248.37,"$3,601.02",$166.29,"$3,434.73",24000002
24000497,OT-C656,"$1,671.00",3,"$5,013.00",$201.28,"$4,811.72",$145.38,"$4,666.34",24000004
24000506,air conditioning,$316.40,1,$316.40,$9.51,$306.88,$39.96,$266.93,24000001
24000507,Tahini,"$1,579.16",1,"$1,579.16",$128.29,"$1,450.86",$232.93,"$1,217.94",24000001
24000510,Idol Alpha,"$2,542.29",6,"$15,253.73",$722.95,"$14,530.79","$1,280.06","$13,250.73",24000002
24000511,Ironing,$188.96,2,$377.93,$21.96,$355.97,$25.88,$330.08,24000009
24000512,oxygen,"$1,574.73",8,"$12,597.87",$357.28,"$12,240.58","$2,432.02","$9,808.56",24000002
24000513,OT-280,"$1,044.88",5,"$5,224.39",$314.14,"$4,910.25",$449.33,"$4,460.92",24000008
24000515,jacket,"$1,522.63",4,"$6,090.51",$637.40,"$5,453.12",$633.87,"$4,819.24",24000001
24000516,Brasero (heater),"$2,131.87",9,"$19,186.82","$2,088.07","$17,098.75","$3,222.36","$13,876.39",24000004
24000517,Asha 309,"$1,691.21",6,"$10,147.28",$411.90,"$9,735.38",$953.99,"$8,781.39",24000002
24000518,shower product,"$2,372.01",4,"$9,488.05",$654.95,"$8,833.10",$981.05,"$7,852.05",24000009
24000519,Coconut milk,$288.03,8,"$2,304.26",$198.83,"$2,105.42",$419.89,"$1,685.53",24000001
24000528,Air intake housing,"$1,369.30",10,"$13,692.98","$1,361.22","$12,331.76","$1,428.41","$10,903.35",24000005
24000529,Rösle,"$1,990.09",3,"$5,970.27",$495.51,"$5,474.76",$229.19,"$5,245.57",24000003
24000534,Brake roll,$871.89,1,$871.89,$100.76,$771.13,$140.07,$631.05,24000006
24000535,Alternator fan,"$2,116.36",4,"$8,465.43",$546.83,"$7,918.60","$1,278.70","$6,639.90",24000009
24000536,Elevon 4,"$1,230.69",10,"$12,306.91","$1,321.02","$10,985.89","$1,910.73","$9,075.16",24000008
24000537,Crank case,"$2,429.70",8,"$19,437.61","$2,003.70","$17,433.91","$1,988.72","$15,445.19",24000009
24000542,Dashboard,"$1,661.96",3,"$4,985.87",$541.15,"$4,444.72",$843.55,"$3,601.18",24000009
24000548,Tomato paste    Varenye,"$1,926.58",3,"$5,779.75",$344.53,"$5,435.22",$342.17,"$5,093.05",24000009
24000549,Brake cooling duct,$747.00,3,"$2,240.99",$220.37,"$2,020.62",$145.58,"$1,875.04",24000006
24000564,Trailing armTransmission system    Adjustable pedal,"$1,657.33",2,"$3,314.66",$389.36,"$2,925.30",$70.29,"$2,855.01",24000006
24000565,Tie rod,"$2,154.71",7,"$15,082.94","$1,542.76","$13,540.18","$1,853.11","$11,687.07",24000008
24000566,Hacking knife,"$1,521.45",8,"$12,171.56",$866.44,"$11,305.12",$679.31,"$10,625.81",24000002
24000567,kitchen roll,"$2,539.92",9,"$22,859.26","$2,130.08","$20,729.18","$1,489.27","$19,239.91",24000004
24000568,bolt,"$1,192.28",2,"$2,384.56",$220.70,"$2,163.87",$184.25,"$1,979.62",24000005
24000569,Caliper,"$1,540.31",3,"$4,620.94",$223.30,"$4,397.64",$140.61,"$4,257.03",24000002
24000570,toilet product,"$1,771.57",6,"$10,629.40",$285.75,"$10,343.65","$2,265.40","$8,078.25",24000003
24000571,Sun Ruck I YOU SR-RC01R,"$2,079.02",6,"$12,474.13","$1,321.16","$11,152.97","$2,429.10","$8,723.88",24000002
24000572,Mandarina Duck,$309.51,7,"$2,166.59",$232.05,"$1,934.54",$136.34,"$1,798.20",24000007
24000573,Small Hardpoint,"$1,853.09",2,"$3,706.19",$254.55,"$3,451.63",$405.76,"$3,045.87",24000007
24000575,C5-05,"$3,173.69",9,"$28,563.25","$1,795.67","$26,767.58","$1,649.50","$25,118.08",24000005
24000588,Switch panel,"$2,558.09",4,"$10,232.37",$356.67,"$9,875.70","$1,143.83","$8,731.87",24000009
24000589,socks,$263.41,6,"$1,580.47",$80.91,"$1,499.56",$242.94,"$1,256.63",24000001
24000590,Asha 300,"$1,536.39",2,"$3,072.78",$350.83,"$2,721.95",$525.65,"$2,196.31",24000003
24000591,OT-606 One Touch CHAT,"$2,731.82",4,"$10,927.27","$1,220.11","$9,707.16",$339.55,"$9,367.61",24000005
24000592,Shock absorber,$337.48,10,"$3,374.76",$370.92,"$3,003.84",$433.31,"$2,570.53",24000008
24000598,rum,"$1,594.97",9,"$14,354.76",$546.99,"$13,807.77","$2,149.50","$11,658.27",24000003
24000599,Mk2 Cockpit,"$1,541.35",2,"$3,082.69",$125.86,"$2,956.83",$352.08,"$2,604.75",24000005
24000600,Pixi 3 (5),$648.20,9,"$5,833.83",$568.18,"$5,265.66",$435.61,"$4,830.05",24000007
24000601,Pizza,"$2,310.39",10,"$23,103.88","$1,134.25","$21,969.63","$3,583.56","$18,386.07",24000008
24000602,Idol X+,"$1,777.90",2,"$3,555.79",$205.72,"$3,350.07",$588.01,"$2,762.06",24000001
24000603,Court-bouillon,$651.30,5,"$3,256.52",$204.85,"$3,051.67",$603.08,"$2,448.59",24000009
24000604,bracelet,$715.41,4,"$2,861.65",$86.65,"$2,775.00",$85.32,"$2,689.69",24000006
24000607,Battery cable,"$1,079.54",4,"$4,318.16",$362.67,"$3,955.50",$331.23,"$3,624.26",24000007
24000608,Camshaft fastener,"$1,837.05",2,"$3,674.10",$225.39,"$3,448.71",$100.40,"$3,348.30",24000009
24000609,pair of trousers,"$1,308.36",8,"$10,466.88","$1,047.23","$9,419.65",$264.21,"$9,155.45",24000009
24000610,OT Club +,"$2,180.65",6,"$13,083.90","$1,409.96","$11,673.93","$2,542.93","$9,131.01",24000006
24000611,One Touch Evolve 2,"$1,997.55",2,"$3,995.10",$318.31,"$3,676.79",$106.84,"$3,569.95",24000006
24000612,French horn,"$1,423.02",6,"$8,538.15",$209.11,"$8,329.03","$1,692.65","$6,636.39",24000009
24000624,hoover bag,$542.21,7,"$3,795.47",$258.38,"$3,537.09",$117.64,"$3,419.46",24000005
24000625,PPD-12 Cupola Module,$296.71,2,$593.43,$26.54,$566.89,$75.75,$491.14,24000005
24000626,laptop,$776.15,8,"$6,209.18",$615.79,"$5,593.39",$851.31,"$4,742.08",24000006
