INVENTORYRELID,Product Name,List Price,Quantity,Total,Discount,Total after Discount,Tax,Net Total,BOOKID
18000062,One Touch Evolve 2,"$1,475.944",9,"$13,283.498",$398.505,"$12,884.993",$132.835,"$13,017.828",24000005
18000063,Basil,"$1,706.018",9,"$15,354.158",$614.166,"$14,739.992",$307.083,"$15,047.075",24000003
18000064,Plastic wrap,$587.7,2,"$1,175.4",$47.016,"$1,128.384",$23.508,"$1,151.892",24000004
18000065,Probodobodyne OKTO2,"$1,374.602",2,"$2,749.204",$0,"$2,749.204",$27.492,"$2,776.696",24000004
18000066,Orange flower water,$891.022,1,$891.022,$35.641,$855.381,$8.91,$864.291,24000001
18000067,Asha 308,"$1,929.036",3,"$5,787.109",$231.484,"$5,555.624",$57.871,"$5,613.496",24000005
18000068,drums,$201.493,7,"$1,410.449",$14.104,"$1,396.344",$42.313,"$1,438.658",24000006
18000069,Ignition coil parts,"$1,843.009",3,"$5,529.028",$165.871,"$5,363.157",$165.871,"$5,529.028",24000002
18000070,Gear,"$1,271.939",6,"$7,631.633",$152.633,"$7,479",$228.949,"$7,707.949",24000002
18000071,OT Gum db,"$1,291.222",10,"$12,912.222",$387.367,"$12,524.855",$0,"$12,524.855",24000003
18000072,Vinegar,"$1,437.01",3,"$4,311.029",$86.221,"$4,224.809",$43.11,"$4,267.919",24000003
18000073,ceiling product,"$1,746.43",4,"$6,985.722",$139.714,"$6,846.007",$209.572,"$7,055.579",24000002
18000074,Headlight motor,"$1,236.421",5,"$6,182.105",$247.284,"$5,934.821",$61.821,"$5,996.642",24000001
18000075,Asha 205,$174.279,6,"$1,045.675",$0,"$1,045.675",$31.37,"$1,077.045",24000003
18000076,Gear,"$1,220.023",7,"$8,540.16",$341.606,"$8,198.554",$341.606,"$8,540.16",24000002
18000077,Elevon 5,"$1,132.752",9,"$10,194.765",$101.948,"$10,092.817",$305.843,"$10,398.66",24000009
18000078,tea towel,"$1,808.95",9,"$16,280.552",$0,"$16,280.552",$325.611,"$16,606.162",24000004
18000079,Washer hoseOther miscellaneous parts    Adhesive tape and foil,"$1,676.581",2,"$3,353.162",$33.532,"$3,319.63",$134.126,"$3,453.757",24000009
18000080,sofa-bed,"$1,018.691",2,"$2,037.382",$20.374,"$2,017.008",$40.748,"$2,057.756",24000003
18000081,OT-506,"$1,368.376",9,"$12,315.384",$123.154,"$12,192.23",$369.462,"$12,561.691",24000001
18000082,jeans,$107.833,7,$754.83,$30.193,$724.637,$22.645,$747.282,24000003
18000083,Headrest,$338.725,6,"$2,032.35",$81.294,"$1,951.056",$60.971,"$2,012.027",24000009
18000084,grand piano,$272.822,7,"$1,909.756",$0,"$1,909.756",$76.39,"$1,986.146",24000009
18000085,OT 511,$742.798,3,"$2,228.395",$0,"$2,228.395",$89.136,"$2,317.531",24000002
18000086,alarm clock,$741.291,6,"$4,447.745",$133.432,"$4,314.313",$177.91,"$4,492.223",24000005
18000087,Fuel gauge,$840.397,4,"$3,361.587",$100.848,"$3,260.739",$100.848,"$3,361.587",24000006
18000088,Nage (food),"$1,287.908",6,"$7,727.445",$231.823,"$7,495.622",$77.274,"$7,572.896",24000002
18000089,Sour sanding,"$1,310.254",1,"$1,310.254",$13.103,"$1,297.152",$52.41,"$1,349.562",24000008
18000090,fuse box,"$1,361.518",4,"$5,446.072",$0,"$5,446.072",$54.461,"$5,500.533",24000002
18000091,Pop C2,"$1,205.545",2,"$2,411.091",$72.333,"$2,338.758",$0,"$2,338.758",24000004
18000092,One Touch Evolve 2,"$1,475.944",10,"$14,759.442",$147.594,"$14,611.848",$295.189,"$14,907.036",24000001
18000093,Granola bars / Mix,"$1,907.396",7,"$13,351.769",$267.035,"$13,084.733",$534.071,"$13,618.804",24000005
18000094,Broadaxe,$808.001,9,"$7,272.012",$72.72,"$7,199.292",$290.88,"$7,490.172",24000004
18000095,Switch cover,"$1,346.285",10,"$13,462.85",$403.885,"$13,058.964",$403.885,"$13,462.85",24000007
18000096,One Touch Idol,"$1,045.911",4,"$4,183.644",$83.673,"$4,099.971",$125.509,"$4,225.48",24000004
18000097,OX-STAT Photovoltaic Panels,$463.762,7,"$3,246.336",$64.927,"$3,181.41",$64.927,"$3,246.336",24000004
18000098,Double-C Seismic Accelerometer,$419.672,10,"$4,196.718",$41.967,"$4,154.75",$41.967,"$4,196.718",24000001
18000099,LT-2 Landing Strut,$343.628,7,"$2,405.399",$0,"$2,405.399",$0,"$2,405.399",24000004
18000100,Park brake lever/handle (hand brake),"$1,263.664",2,"$2,527.328",$0,"$2,527.328",$25.273,"$2,552.601",24000003
18000101,Flattop grill,$527.598,3,"$1,582.793",$63.312,"$1,519.481",$31.656,"$1,551.137",24000001
18000102,overcoat,"$1,953.15",4,"$7,812.6",$156.252,"$7,656.348",$234.378,"$7,890.726",24000008
18000103,One Touch Scribe HD-LTE,"$1,842.556",2,"$3,685.112",$0,"$3,685.112",$147.404,"$3,832.516",24000005
18000104,Radiator (fan) shroud,"$1,682.742",3,"$5,048.225",$100.964,"$4,947.26",$201.929,"$5,149.19",24000009
18000105,swimming costume,"$1,345.855",6,"$8,075.132",$80.751,"$7,994.38",$0,"$7,994.38",24000001
18000106,Soy milk maker,$504.821,10,"$5,048.212",$0,"$5,048.212",$100.964,"$5,149.177",24000009
18000107,Rocker arm,"$1,590.591",2,"$3,181.182",$63.624,"$3,117.559",$127.247,"$3,244.806",24000007
18000108,Asha 503 Dual SIM,$626.377,2,"$1,252.754",$12.528,"$1,240.226",$0,"$1,240.226",24000002
18000109,exhaust,"$1,369.045",10,"$13,690.445",$547.618,"$13,142.827",$0,"$13,142.827",24000001
18000110,Dynamic seal,$689.594,9,"$6,206.344",$186.19,"$6,020.154",$62.063,"$6,082.217",24000001
18000111,Temperature gauge,$789.918,7,"$5,529.426",$165.883,"$5,363.543",$110.589,"$5,474.131",24000008
18000112,Meat extract,$783.912,9,"$7,055.212",$282.208,"$6,773.003",$211.656,"$6,984.66",24000009
18000113,Hay knife,$774.552,5,"$3,872.759",$154.91,"$3,717.848",$38.728,"$3,756.576",24000002
18000114,Other stuff Melon,"$1,080.887",1,"$1,080.887",$21.618,"$1,059.269",$0,"$1,059.269",24000008
18000115,filing cabinet,"$1,949.319",4,"$7,797.275",$0,"$7,797.275",$0,"$7,797.275",24000005
18000116,Olive oilSnacks,"$1,610.733",3,"$4,832.198",$96.644,"$4,735.554",$96.644,"$4,832.198",24000008
18000117,Mk3 Cargo Bay CRG-100,"$1,218.246",9,"$10,964.215",$438.569,"$10,525.646",$438.569,"$10,964.215",24000005
18000118,One Touch Tab 7,$966.466,3,"$2,899.399",$0,"$2,899.399",$115.976,"$3,015.376",24000008
18000119,OT-V270,"$2,033.388",8,"$16,267.104",$0,"$16,267.104",$325.342,"$16,592.447",24000007
18000120,spade product,$624.355,5,"$3,121.774",$62.435,"$3,059.338",$0,"$3,059.338",24000006
18000121,Pixi 3 (8) 3G,"$1,241.403",5,"$6,207.017",$124.14,"$6,082.876",$0,"$6,082.876",24000005
18000122,broom,$218.521,1,$218.521,$8.741,$209.78,$0,$209.78,24000008
18000123,OT 155,$278.367,8,"$2,226.936",$0,"$2,226.936",$89.077,"$2,316.014",24000003
18000124,OT-228,$734.705,6,"$4,408.231",$132.247,"$4,275.984",$88.165,"$4,364.148",24000001
18000125,Coconut milk,$185.429,1,$185.429,$7.417,$178.012,$1.854,$179.866,24000003
18000126,Antiperspirant / Deodorant,"$1,693.543",2,"$3,387.085",$0,"$3,387.085",$67.742,"$3,454.827",24000009
18000127,One Touch Evo 7 HD,"$1,932.108",3,"$5,796.325",$231.853,"$5,564.472",$57.963,"$5,622.435",24000003
18000128,Clutch spring,"$1,300.796",2,"$2,601.591",$52.032,"$2,549.56",$104.064,"$2,653.623",24000007
18000129,Cake / Brownie mix,"$1,159.909",10,"$11,599.091",$347.973,"$11,251.118",$0,"$11,251.118",24000005
18000130,Alternator bearing,"$1,898.593",8,"$15,188.741",$455.662,"$14,733.079",$455.662,"$15,188.741",24000004
18000131,tights,$227.478,2,$454.956,$18.198,$436.758,$13.649,$450.407,24000009
18000132,A/C COOLER,"$1,667.422",2,"$3,334.845",$33.348,"$3,301.497",$100.045,"$3,401.542",24000001
18000133,Heater,$998.294,3,"$2,994.882",$89.846,"$2,905.035",$0,"$2,905.035",24000009
18000134,hairbrush,"$1,339.218",1,"$1,339.218",$26.784,"$1,312.434",$53.569,"$1,366.002",24000008
18000135,Lumia 635,$982.065,3,"$2,946.196",$0,"$2,946.196",$58.924,"$3,005.12",24000009
18000136,carpet,$605.27,10,"$6,052.705",$242.108,"$5,810.597",$121.054,"$5,931.651",24000007
18000137,Brake line/Cable,"$1,652.678",4,"$6,610.714",$198.321,"$6,412.393",$264.429,"$6,676.821",24000005
18000138,Water neck,$354.949,9,"$3,194.539",$95.836,"$3,098.703",$63.891,"$3,162.594",24000005
18000139,Carrier assembly,$558.09,8,"$4,464.722",$178.589,"$4,286.133",$0,"$4,286.133",24000001
18000140,Fuel pressure regulator,$494.504,9,"$4,450.54",$89.011,"$4,361.529",$44.505,"$4,406.034",24000005
18000141,Stayputnik Mk. 1,"$1,269.288",4,"$5,077.15",$0,"$5,077.15",$50.772,"$5,127.922",24000002
18000142,Basic Jet Engine,"$1,815.703",6,"$10,894.219",$326.827,"$10,567.393",$0,"$10,567.393",24000009
18000143,Tie bar,$349.159,6,"$2,094.953",$83.798,"$2,011.155",$20.95,"$2,032.105",24000005
18000144,Sunroof,"$1,053.112",5,"$5,265.56",$0,"$5,265.56",$52.656,"$5,318.215",24000001
18000145,lawn product,$949.441,6,"$5,696.644",$0,"$5,696.644",$227.866,"$5,924.509",24000006
18000146,One Touch Tab 8 HD,$900.929,3,"$2,702.786",$54.056,"$2,648.73",$54.056,"$2,702.786",24000006
18000147,Brake backing plate,"$1,125.324",5,"$5,626.618",$112.532,"$5,514.086",$168.799,"$5,682.884",24000003
18000148,OT-203,$348.148,2,$696.297,$20.889,$675.408,$13.926,$689.334,24000007
18000149,Constant-velocity joint,$876.672,1,$876.672,$0,$876.672,$8.767,$885.439,24000008
18000150,Mk3 Passenger Module,"$1,701.598",1,"$1,701.598",$34.032,"$1,667.566",$34.032,"$1,701.598",24000005
18000151,Advanced Grabbing Unit,$575.831,1,$575.831,$11.517,$564.315,$17.275,$581.59,24000001
18000152,Lumia 710,"$1,887.86",8,"$15,102.878",$604.115,"$14,498.763",$302.058,"$14,800.82",24000007
18000153,Transmission pan,$364.033,5,"$1,820.164",$36.403,"$1,783.76",$36.403,"$1,820.164",24000004
18000154,Battery cable terminal,$640.086,6,"$3,840.514",$76.81,"$3,763.703",$0,"$3,763.703",24000008
18000155,clay,"$1,449.925",6,"$8,699.553",$86.996,"$8,612.558",$173.991,"$8,786.549",24000004
18000156,cold tap,$383.123,7,"$2,681.864",$80.456,"$2,601.408",$80.456,"$2,681.864",24000007
18000157,fork product,$704.935,6,"$4,229.611",$0,"$4,229.611",$84.592,"$4,314.204",24000007
18000158,C5-03,$266.166,9,"$2,395.496",$0,"$2,395.496",$71.865,"$2,467.361",24000005
18000159,Vark,$995.692,1,$995.692,$9.957,$985.736,$9.957,$995.692,24000006
18000160,Red wine / White wine,"$1,895.468",2,"$3,790.936",$0,"$3,790.936",$0,"$3,790.936",24000009
18000161,Lumia 530 Dual SIM,"$1,615.406",10,"$16,154.063",$323.081,"$15,830.982",$0,"$15,830.982",24000001
18000162,Pain reliever,$284.727,6,"$1,708.364",$68.335,"$1,640.029",$34.167,"$1,674.197",24000008
18000163,Flange nut,"$1,591.568",6,"$9,549.406",$95.494,"$9,453.912",$0,"$9,453.912",24000007
18000164,Communotron 16,$383.898,3,"$1,151.694",$11.517,"$1,140.177",$23.034,"$1,163.211",24000009
18000165,Antibiotic,$436.327,5,"$2,181.635",$21.816,"$2,159.819",$21.816,"$2,181.635",24000002
18000166,OT Easy,$489.296,10,"$4,892.965",$146.789,"$4,746.176",$48.93,"$4,795.106",24000007
18000167,Pencil sharpener,$980.082,10,"$9,800.825",$196.017,"$9,604.809",$196.017,"$9,800.825",24000006
18000168,Relay connector,$213.852,9,"$1,924.672",$38.493,"$1,886.179",$57.74,"$1,943.919",24000008
18000169,Pop 2 (4),"$1,724.956",3,"$5,174.868",$103.497,"$5,071.371",$103.497,"$5,174.868",24000003
18000170,OT-870,"$1,864.495",6,"$11,186.971",$447.479,"$10,739.492",$335.609,"$11,075.102",24000009
18000171,Aspic,"$1,343.795",8,"$10,750.362",$0,"$10,750.362",$0,"$10,750.362",24000009
18000172,Tuner,$440.071,3,"$1,320.212",$52.808,"$1,267.404",$26.404,"$1,293.808",24000008
18000173,sideboard,"$1,911.986",6,"$11,471.918",$0,"$11,471.918",$0,"$11,471.918",24000004
18000174,OT-993,"$1,258.229",8,"$10,065.835",$301.975,"$9,763.86",$201.317,"$9,965.177",24000002
18000175,Interior light and lamp,"$1,200.213",1,"$1,200.213",$12.002,"$1,188.211",$12.002,"$1,200.213",24000007
18000176,RoveMax Model S2,$535.527,8,"$4,284.213",$171.369,"$4,112.844",$0,"$4,112.844",24000003
18000177,OT-V607A,$949.955,2,"$1,899.91",$56.997,"$1,842.912",$18.999,"$1,861.911",24000001
18000178,paint,"$1,467.897",10,"$14,678.971",$0,"$14,678.971",$293.579,"$14,972.55",24000005
18000179,loft product,$851.126,6,"$5,106.758",$153.203,"$4,953.556",$102.135,"$5,055.691",24000003
18000180,bleach,"$1,829.792",7,"$12,808.544",$384.256,"$12,424.288",$128.085,"$12,552.373",24000003
18000181,soap,"$1,020.928",7,"$7,146.497",$71.465,"$7,075.032",$285.86,"$7,360.892",24000002
18000182,Asha 503 Dual SIM,$619.985,2,"$1,239.97",$49.599,"$1,190.372",$49.599,"$1,239.97",24000004
18000183,electronic keyboard,"$1,714.509",9,"$15,430.581",$462.917,"$14,967.664",$462.917,"$15,430.581",24000005
18000184,List of Dyson products,$613.927,8,"$4,911.416",$49.114,"$4,862.302",$0,"$4,862.302",24000008
18000185,Popsicles,$135.674,1,$135.674,$2.713,$132.961,$2.713,$135.674,24000006
18000186,Kitchen Bouquet,$136.113,3,$408.338,$12.25,$396.088,$4.083,$400.171,24000008
18000187,Sugar substitute Avocados,$232.026,3,$696.078,$6.961,$689.117,$0,$689.117,24000008
18000188,living room product,"$1,738.356",10,"$17,383.559",$521.507,"$16,862.053",$347.671,"$17,209.725",24000005
18000189,overcoat,"$2,012.94",10,"$20,129.402",$402.588,"$19,726.814",$603.882,"$20,330.697",24000009
18000190,Exhaust hood,$811.289,6,"$4,867.733",$0,"$4,867.733",$194.709,"$5,062.442",24000009
18000191,POP 7,"$1,277.326",9,"$11,495.935",$0,"$11,495.935",$114.959,"$11,610.894",24000007
18000192,screwdriver,$821.918,10,"$8,219.179",$164.384,"$8,054.795",$164.384,"$8,219.179",24000001
18000193,CCP Laqulito[2],"$1,140.928",3,"$3,422.784",$102.684,"$3,320.101",$102.684,"$3,422.784",24000001
18000194,oboe,$943.549,3,"$2,830.646",$84.919,"$2,745.727",$28.306,"$2,774.033",24000006
18000195,Soy molasses,"$1,309.479",2,"$2,618.958",$26.19,"$2,592.769",$52.379,"$2,645.148",24000003
18000196,Exhaust pipe,$271.375,7,"$1,899.625",$37.992,"$1,861.632",$37.992,"$1,899.625",24000006
18000197,draining board,"$2,000.349",5,"$10,001.746",$200.035,"$9,801.711",$300.052,"$10,101.764",24000008
18000198,Coil spring,$389.737,9,"$3,507.636",$140.305,"$3,367.331",$0,"$3,367.331",24000006
18000199,Palstave,"$1,953.732",4,"$7,814.93",$0,"$7,814.93",$234.448,"$8,049.377",24000003
18000200,Fascia rear and support,$728.261,8,"$5,826.087",$58.261,"$5,767.827",$0,"$5,767.827",24000006
18000201,Honey dill,"$1,839.955",5,"$9,199.776",$0,"$9,199.776",$183.996,"$9,383.771",24000009
18000202,OT-S210,$692.751,4,"$2,771.002",$27.71,"$2,743.292",$110.84,"$2,854.133",24000002
18000203,One Touch S'Pop,"$1,275.598",9,"$11,480.381",$229.608,"$11,250.773",$344.411,"$11,595.185",24000003
18000204,nail,"$1,361.336",2,"$2,722.671",$27.227,"$2,695.444",$108.907,"$2,804.351",24000009
18000205,Z-200 Rechargeable Battery Bank,"$1,253.39",4,"$5,013.56",$200.542,"$4,813.018",$150.407,"$4,963.424",24000006
18000206,Halogen oven,"$1,287.899",2,"$2,575.799",$25.758,"$2,550.041",$77.274,"$2,627.315",24000007
18000207,Cheesemelter,"$1,383.493",10,"$13,834.934",$0,"$13,834.934",$138.349,"$13,973.283",24000006
18000208,spin dryer,"$1,128.574",1,"$1,128.574",$22.571,"$1,106.002",$22.571,"$1,128.574",24000005
18000209,Rice paper,$239.182,4,$956.728,$38.269,$918.459,$19.135,$937.593,24000006
18000210,OT 500,$367.729,9,"$3,309.565",$99.287,"$3,210.278",$0,"$3,210.278",24000002
18000211,Pets TV dinners,"$2,035.361",10,"$20,353.61",$610.608,"$19,743.002",$814.144,"$20,557.146",24000008
18000212,Speedometer calibrator,"$1,763.859",4,"$7,055.435",$141.109,"$6,914.326",$282.217,"$7,196.544",24000003
18000213,tile,"$1,281.152",5,"$6,405.758",$128.115,"$6,277.643",$256.23,"$6,533.873",24000001
18000214,Drive belt,"$1,368.626",1,"$1,368.626",$41.059,"$1,327.567",$54.745,"$1,382.312",24000004
18000215,Steering box,"$1,762.283",8,"$14,098.266",$140.983,"$13,957.283",$422.948,"$14,380.231",24000007
18000216,Engine shake damper and vibration absorber,"$1,190.528",9,"$10,714.752",$214.295,"$10,500.457",$0,"$10,500.457",24000007
18000217,Salt,"$1,449.747",8,"$11,597.979",$0,"$11,597.979",$0,"$11,597.979",24000001
18000218,Batteries Oranges,"$1,376.503",7,"$9,635.519",$192.71,"$9,442.809",$96.355,"$9,539.164",24000004
18000219,drum kit,"$1,923.903",6,"$11,543.419",$461.737,"$11,081.683",$115.434,"$11,197.117",24000006
18000220,EAS-1 External Command Seat,"$1,671.869",10,"$16,718.693",$334.374,"$16,384.32",$0,"$16,384.32",24000001
18000221,CQC-6,$971.503,6,"$5,829.018",$58.29,"$5,770.728",$116.58,"$5,887.309",24000008
18000222,Multi-tool,$895.681,6,"$5,374.086",$107.482,"$5,266.604",$161.223,"$5,427.827",24000005
18000223,Rose water,"$1,412.047",2,"$2,824.094",$112.964,"$2,711.13",$56.482,"$2,767.612",24000005
18000224,high heels,"$1,417.493",1,"$1,417.493",$56.7,"$1,360.794",$42.525,"$1,403.318",24000003
18000225,Air freshener Broccoli,"$1,268.795",1,"$1,268.795",$0,"$1,268.795",$12.688,"$1,281.483",24000002
18000226,cloth,$327.674,5,"$1,638.373",$65.535,"$1,572.838",$0,"$1,572.838",24000003
18000227,Ginger,"$1,434.986",4,"$5,739.943",$172.198,"$5,567.745",$0,"$5,567.745",24000003
18000228,Camshaft follower,"$1,523.49",4,"$6,093.96",$121.879,"$5,972.08",$182.819,"$6,154.899",24000006
18000229,trampoline product,$628.923,10,"$6,289.226",$62.892,"$6,226.334",$188.677,"$6,415.01",24000003
18000230,Tie bar,$345.667,1,$345.667,$6.913,$338.754,$10.37,$349.124,24000009
18000231,Slow cooker,"$1,597.914",2,"$3,195.827",$127.833,"$3,067.994",$31.958,"$3,099.952",24000004
18000232,Starter drive,$551,2,"$1,102",$22.04,"$1,079.96",$11.02,"$1,090.98",24000003
18000233,spade product,$670.849,9,"$6,037.644",$181.129,"$5,856.514",$181.129,"$6,037.644",24000008
18000234,toilet product,"$1,227.97",1,"$1,227.97",$49.119,"$1,178.851",$0,"$1,178.851",24000009
18000235,Orange flower water,$909.022,7,"$6,363.156",$0,"$6,363.156",$190.895,"$6,554.05",24000003
18000236,Solvents,"$1,403.477",5,"$7,017.383",$70.174,"$6,947.21",$70.174,"$7,017.383",24000002
18000237,Idol X,$685.276,10,"$6,852.761",$68.528,"$6,784.233",$274.11,"$7,058.344",24000005
18000238,EAS-4 Strut Connector,"$1,230.389",2,"$2,460.777",$73.823,"$2,386.954",$24.608,"$2,411.562",24000003
18000239,floorcloth,$633.478,7,"$4,434.347",$133.03,"$4,301.316",$133.03,"$4,434.347",24000006
18000240,Mirror,"$1,684.48",2,"$3,368.96",$33.69,"$3,335.27",$101.069,"$3,436.339",24000005
18000241,Brake drum,"$1,894.005",2,"$3,788.009",$113.64,"$3,674.369",$151.52,"$3,825.889",24000006
18000242,living room product,"$1,755.915",6,"$10,535.491",$421.42,"$10,114.071",$316.065,"$10,430.136",24000001
18000243,Chocolatera,$324.091,3,$972.274,$38.891,$933.383,$29.168,$962.552,24000004
18000244,Clutch fan,$109.457,9,$985.111,$39.404,$945.707,$39.404,$985.111,24000002
